Terms,Filename,Duration,GUIDS,Timestamp
100,log@2024-02-13T23_46_46.171435,62.3402242979937,6cf5fc52-2f43-4e23-a04e-dc98c916af59,2024-02-13T20:43:37.974459
200,log@2024-02-13T23_46_46.171435,59.563990355993200,cdaff392-b2ce-4629-b3eb-2d86a7f171b5,2024-02-13T20:44:37.538477
300,log@2024-02-13T23_46_46.171435,57.378297535004100,ff96b8ef-68fd-4d34-9cb7-f85c2452fdf6,2024-02-13T20:45:34.916805
400,log@2024-02-13T23_46_46.171435,52.024635470996100,60bbefd6-1ac1-4b2f-947e-8633e197e0c0,2024-02-13T20:46:26.941467
500,log@2024-02-13T23_46_46.171435,54.97816860199960,b0954bcc-805f-4052-a847-53d5b3d44c34,2024-02-13T20:47:21.919662
600,log@2024-02-13T23_46_46.171435,45.679218491997700,d24cd67f-8e3e-4832-8cd6-161b0e3cab5d,2024-02-13T20:48:07.598910
700,log@2024-02-13T23_46_46.171435,38.613711785001200,f84a45db-1f4e-450f-a0cd-f5d88ae98963,2024-02-13T20:48:46.212651
800,log@2024-02-13T23_46_46.171435,47.15281189799860,fc8d5a3c-679e-463e-9207-9c46da9524c6,2024-02-13T20:49:33.365488
900,log@2024-02-13T23_46_46.171435,31.873173448999300,6aefe995-80d0-4806-afdd-72315cc48b08,2024-02-13T20:50:05.238692
1000,log@2024-02-13T23_46_46.171435,31.88209265199840,9bb7d76b-2fb1-46b7-833e-f420c84fce51,2024-02-13T20:50:37.120815
1100,log@2024-02-13T23_46_46.171435,46.321169874005100,7a3d9958-f0e6-43e8-bfc3-96de9298d5a1,2024-02-13T20:51:23.442013
1200,log@2024-02-13T23_46_46.171435,76.14158998300260,d52b689e-85ff-4758-9b4e-76f549568fae,2024-02-13T20:52:39.583628
1300,log@2024-02-13T23_46_46.171435,42.460260653999300,0be5fa37-d85c-4a4b-a430-fd089956dd34,2024-02-13T20:53:22.043915
1400,log@2024-02-13T23_46_46.171435,67.46204207200210,2a690bde-106f-4822-86c9-59f7523a98ec,2024-02-13T20:54:29.505983
1500,log@2024-02-13T23_46_46.171435,39.32982609800090,adb6de40-fa62-44b6-8f42-2cfe9f2fa9fc,2024-02-13T20:55:08.835842
1600,log@2024-02-13T23_46_46.171435,53.18894024700420,eff8ccad-b8f3-40f5-8d03-d15773bb22d5,2024-02-13T20:56:02.024810
1700,log@2024-02-13T23_46_46.171435,60.00080986900140,3ee7572a-2797-4d58-b0fd-a41bc78e5493,2024-02-13T20:57:02.025644
1800,log@2024-02-13T23_46_46.171435,60.11287390199870,e8c992fe-5605-4ebc-b805-e98d22260508,2024-02-13T20:58:02.138545
1900,log@2024-02-13T23_46_46.171435,61.19527036300130,ed803114-f645-4227-9695-278cbc333c6f,2024-02-13T20:59:03.333841
2000,log@2024-02-13T23_46_46.171435,70.49035238299980,1d22c5e7-5313-4e2f-bb95-da57cb2a7515,2024-02-13T21:00:13.824221
2100,log@2024-02-13T23_46_46.171435,101.26997747300600,f30afe25-b8d1-4f5d-92f4-eec803d3f254,2024-02-13T21:01:55.094225
2200,log@2024-02-13T23_46_46.171435,68.97939811200200,c6bc9fe3-d22e-42ac-8a07-79ad2c781325,2024-02-13T21:03:04.073649
