Terms,Filename,Duration,GUIDS,Timestamp
100,log@2024-02-14T16_36_20.370628,42.359251643996700,3a00dc4d-56f3-4cd6-8ce1-ae0520156932,2024-02-14T13:47:45.202386
200,log@2024-02-14T16_36_20.370628,68.38512073899620,cd99a3b3-f142-4c90-9cbe-da36ab538ff0,2024-02-14T13:48:53.587533
300,log@2024-02-14T16_36_20.370628,51.33589953300540,2df63404-6856-4cea-abc8-8c5ff9d6e9bb,2024-02-14T13:49:44.923463
400,log@2024-02-14T16_36_20.370628,59.46062162099410,b419e48d-98ab-4739-a1e1-00fc7f11df1a,2024-02-14T13:50:44.384115
500,log@2024-02-14T16_36_20.370628,43.1015801159956,2449c98b-6ee5-4674-8d52-0ee709ecb317,2024-02-14T13:51:27.485725
600,log@2024-02-14T16_36_20.370628,51.43361140899650,628e973d-c1a5-40b1-8c74-63204ab3ecba,2024-02-14T13:52:18.919364
700,log@2024-02-14T16_36_20.370628,35.49280994100260,17bea93b-37c9-4466-b583-d002fa1549bc,2024-02-14T13:52:54.412202
800,log@2024-02-14T16_36_20.370628,46.65279266999280,295e35c4-3d36-4970-be56-47fee33459af,2024-02-14T13:53:41.065029
900,log@2024-02-14T16_36_20.370628,54.53836645800040,fd8c5d85-9919-4633-94bd-9fca0f049030,2024-02-14T13:54:35.603426
1000,log@2024-02-14T16_36_20.370628,66.01955272599300,f2ac2c77-5595-47e9-9b4d-d8a498093100,2024-02-14T13:55:41.623007
1100,log@2024-02-14T16_36_20.370628,35.582030243007500,d750274b-ddae-497c-9076-b66207d7c625,2024-02-14T13:56:17.205067
1200,log@2024-02-14T16_36_20.370628,69.5294582839997,8bbb156e-1039-4c44-81d3-26d09d83c79e,2024-02-14T13:57:26.734550
1300,log@2024-02-14T16_36_20.370628,33.88068667399060,5a61d702-4cd3-447c-936d-0748fd3f1997,2024-02-14T13:58:00.615262
1400,log@2024-02-14T16_36_20.370628,57.196005088990200,7986a965-8da2-4613-938f-a564e0e201a5,2024-02-14T13:58:57.811299
1500,log@2024-02-14T16_36_20.370628,44.27928777200580,dbd1f2d4-1aff-4dfa-a496-ef481042c7f1,2024-02-14T13:59:42.090614
1600,log@2024-02-14T16_36_20.370628,60.02830131500380,08a7b5ff-9f86-4bfa-b034-94e6a54736b0,2024-02-14T14:00:42.118941
1700,log@2024-02-14T16_36_20.370628,81.16411325900120,7052c8e9-d7b8-474d-bc42-0d3c81c42de6,2024-02-14T14:02:03.283085
1800,log@2024-02-14T16_36_20.370628,67.31325335099250,60fb4719-20bb-41ce-80d8-5da83b9f2180,2024-02-14T14:03:10.596370
1900,log@2024-02-14T16_36_20.370628,49.4354457599984,b36ddd3c-a106-4924-bf3c-f5aa2cbf42c3,2024-02-14T14:04:00.031846
2000,log@2024-02-14T16_36_20.370628,61.364933168006200,7047b1ee-5644-449d-9acd-9b8195aa6f27,2024-02-14T14:05:01.396809
2100,log@2024-02-14T16_36_20.370628,49.08035896299410,e62fcd0a-53ed-4925-b72f-673721fb9dfc,2024-02-14T14:05:50.477198
2200,log@2024-02-14T16_36_20.370628,59.134872433991400,4fed32b5-3ecb-49a0-a19e-377b84b19b4a,2024-02-14T14:06:49.612101
2300,log@2024-02-14T16_36_20.370628,60.007080363007800,08db7964-d41b-4b23-bd74-b1e88d555c15,2024-02-14T14:07:49.619210
2400,log@2024-02-14T16_36_20.370628,67.5864740320103,01df9551-6af6-4a11-b774-6811b0abd986,2024-02-14T14:08:57.205715
2500,log@2024-02-14T16_36_20.370628,60.14473071201060,cee00660-3718-43d2-97f8-b14bbf549844,2024-02-14T14:09:57.350471
2600,log@2024-02-14T16_36_20.370628,39.206912292997,e1a510dd-035a-47be-8eb9-f8913b830ac9,2024-02-14T14:10:36.557411
2700,log@2024-02-14T16_36_20.370628,47.80070505900950,30357177-8166-446d-bfd5-e125a692a31b,2024-02-14T14:11:24.358145
2800,log@2024-02-14T16_36_20.370628,65.35590073899950,62bd6d0b-102c-442e-87e1-92fc072f2f60,2024-02-14T14:12:29.714072
2900,log@2024-02-14T16_36_20.370628,51.58002356698850,5fa9456b-088e-4988-b0a1-cc2693105f27,2024-02-14T14:13:21.294121
3000,log@2024-02-14T16_36_20.370628,55.94819038501010,20e95113-727d-4cce-ae53-1244fe076d8c,2024-02-14T14:14:17.242338
3100,log@2024-02-14T16_36_20.370628,39.582694887009000,f9e50f36-edd1-46bf-829f-a1daa6568048,2024-02-14T14:14:56.825061
3200,log@2024-02-14T16_36_20.370628,66.6798201220081,65dc66a0-fa6d-4508-b522-51d12fcd6cc7,2024-02-14T14:16:03.504911
3300,log@2024-02-14T16_36_20.370628,42.093222643001400,98bced54-1605-4cc3-a90c-dc0abb355e19,2024-02-14T14:16:45.598165
3400,log@2024-02-14T16_36_20.370628,51.441994915003300,a3ad1839-2e6f-4816-b95f-55946fd25e8e,2024-02-14T14:17:37.040186
3500,log@2024-02-14T16_36_20.370628,50.84342988798740,b5a19afd-48fb-4dc0-919c-e5937bfd2a4c,2024-02-14T14:18:27.883644
3600,log@2024-02-14T16_36_20.370628,59.27069185399160,ce9cb3cf-f110-4a98-9d5f-04a979588bff,2024-02-14T14:19:27.154363
3700,log@2024-02-14T16_36_20.370628,44.44335352900090,527c9c06-8ac7-4e41-a204-91d948da4c19,2024-02-14T14:20:11.597742
3800,log@2024-02-14T16_36_20.370628,57.23142501599800,c797cd79-fe05-46a0-9dc8-58d989b9c6e1,2024-02-14T14:21:08.829197
3900,log@2024-02-14T16_36_20.370628,60.40191740098820,bbbc6f1d-9ad4-437b-a2b6-593d12b40677,2024-02-14T14:22:09.231143
4000,log@2024-02-14T16_36_20.370628,64.65895291000200,89916668-42a3-40f4-87a3-1ad534603cad,2024-02-14T14:23:13.890125
4100,log@2024-02-14T16_36_20.370628,54.18051566500800,42e01152-2e32-45c4-ae9b-d0122e8829c3,2024-02-14T14:24:08.070667
4200,log@2024-02-14T16_36_20.370628,54.076480767995200,7c9490b6-4f20-4aac-ab8f-d8a0f8deec38,2024-02-14T14:25:02.147173
4300,log@2024-02-14T16_36_20.370628,36.9234522379993,991ef6ea-6b3b-4f15-afc3-7b2366309deb,2024-02-14T14:25:39.070653
4400,log@2024-02-14T16_36_20.370628,52.534975050002700,724fb07f-0ad6-4c2b-9e93-e0589f08d2b5,2024-02-14T14:26:31.605660
4500,log@2024-02-14T16_36_20.370628,45.254693099006500,b81fd37a-1cf4-44d1-b660-4c216daaacd6,2024-02-14T14:27:16.860378
4600,log@2024-02-14T16_36_20.370628,43.32971670400000,8f2a1386-a30e-46f7-a2a5-1b94268162da,2024-02-14T14:28:00.190128
4700,log@2024-02-14T16_36_20.370628,56.521854748003500,01fcd732-50f2-46ae-bae0-826fb962a00b,2024-02-14T14:28:56.712009
4800,log@2024-02-14T16_36_20.370628,55.38169327900690,98767ee4-ccd0-4d6b-ba80-094d84cfa5d6,2024-02-14T14:29:52.093733
4900,log@2024-02-14T16_36_20.370628,58.628350532002500,6acc6a8e-ab0a-4980-b9af-9062c6bca5a4,2024-02-14T14:30:50.722113
5000,log@2024-02-14T16_36_20.370628,45.20362815899720,001e8392-344a-416c-acec-f1747fcb61d4,2024-02-14T14:31:35.925766
5100,log@2024-02-14T16_36_20.370628,38.63683070600380,184abf94-f8c7-4c9d-8112-93ee0a153d3d,2024-02-14T14:32:14.562623
5200,log@2024-02-14T16_36_20.370628,49.74868564600180,4990508b-2477-490c-b932-c31fa6fb8bb1,2024-02-14T14:33:04.311340
5300,log@2024-02-14T16_36_20.370628,64.98078543100560,4a75adc5-0b92-4c8f-bd25-90975c05f3f8,2024-02-14T14:34:09.292153
5400,log@2024-02-14T16_36_20.370628,80.83332222000170,55ed97dd-9773-426e-aac7-2aef8badda72,2024-02-14T14:35:30.125504
5500,log@2024-02-14T16_36_20.370628,43.567292227002300,703a4b44-6810-4644-8071-11565f7c4aca,2024-02-14T14:36:13.692821
5600,log@2024-02-14T16_36_20.370628,46.04641823899870,a9c6ef2b-7575-45d0-8c71-bc20df35e1e3,2024-02-14T14:36:59.739265
5700,log@2024-02-14T16_36_20.370628,47.722703437000700,ff865d55-129b-49d4-a5d4-50f5c9028828,2024-02-14T14:37:47.461996
5800,log@2024-02-14T16_36_20.370628,38.84107380500060,1e09eafe-815d-4c68-b43d-85bf5008c012,2024-02-14T14:38:26.303100
5900,log@2024-02-14T16_36_20.370628,52.13690290300290,6a6495fc-361c-4682-85c0-675e211c268d,2024-02-14T14:39:18.440030
6000,log@2024-02-14T16_36_20.370628,39.03500106401040,60b92a77-7ef9-4f03-9c39-18a184b93190,2024-02-14T14:39:57.475062
6100,log@2024-02-14T16_36_20.370628,49.4079195230006,393eb780-41d4-4473-aa51-306037788df2,2024-02-14T14:40:46.883007
6200,log@2024-02-14T16_36_20.370628,60.974250882005400,32e371d3-ad8b-4b46-8cd8-06a396495577,2024-02-14T14:41:47.857284
6300,log@2024-02-14T16_36_20.370628,65.82291665500090,8e204b83-e208-4f7d-ad15-a2c637223ee9,2024-02-14T14:42:53.680228
6400,log@2024-02-14T16_36_20.370628,47.59037170698870,16ced762-0ef8-49dc-8b77-e209c1d75d40,2024-02-14T14:43:41.270630
6500,log@2024-02-14T16_36_20.370628,34.66419113401210,c1b741c3-6ef2-472e-8df4-64e1866d2022,2024-02-14T14:44:15.934847
6600,log@2024-02-14T16_36_20.370628,39.1296804099984,9221cf73-52d1-4ed3-b602-099f401906c1,2024-02-14T14:44:55.064554
6700,log@2024-02-14T16_36_20.370628,55.90570004298930,57665410-e65d-4774-9dba-895dbf80c9ce,2024-02-14T14:45:50.970284
6800,log@2024-02-14T16_36_20.370628,37.26882444699000,4a8d064c-d968-4f14-baa7-9cd2df2eaf33,2024-02-14T14:46:28.239138
6900,log@2024-02-14T16_36_20.370628,61.09765846299710,13823163-4cb8-43db-9906-2d6ab4edd8d7,2024-02-14T14:47:29.336827
7000,log@2024-02-14T16_36_20.370628,45.559517885005300,02d32643-375d-450d-8690-68a9e4dba50d,2024-02-14T14:48:14.896376
7100,log@2024-02-14T16_36_20.370628,62.9958946800034,088eb94e-9005-440e-9165-9e81da911afd,2024-02-14T14:49:17.892301
7200,log@2024-02-14T16_36_20.370628,69.29591213099780,9682dc40-b78a-4a41-b73c-066ba55b4b76,2024-02-14T14:50:27.188245
7300,log@2024-02-14T16_36_20.370628,43.13553815099290,47e1846e-7eff-4ee1-bb1b-7e4b2ae03cc9,2024-02-14T14:51:10.323811
7400,log@2024-02-14T16_36_20.370628,43.55201676399160,043fe567-059b-4423-9bff-1f8c12a61c22,2024-02-14T14:51:53.875856
7500,log@2024-02-14T16_36_20.370628,58.71122578500950,5ec2927c-1f9b-48fb-84ad-81cb3e4265af,2024-02-14T14:52:52.587107
7600,log@2024-02-14T16_36_20.370628,64.08694353100150,72c66d93-ae71-40c0-8342-a50506c1fcf2,2024-02-14T14:53:56.674077
7700,log@2024-02-14T16_36_20.370628,53.65624964500600,b8fa5e6a-de39-4659-b127-9205088e21f6,2024-02-14T14:54:50.330353
7800,log@2024-02-14T16_36_20.370628,64.40715525198900,3e114b11-a0a4-470a-ae21-e219f8d413eb,2024-02-14T14:55:54.737539
7900,log@2024-02-14T16_36_20.370628,38.18194311299890,2ed1b34d-79e6-48e2-b828-f992646a47de,2024-02-14T14:56:32.919510
8000,log@2024-02-14T16_36_20.370628,73.80113236200120,bba26df9-d17b-4bb6-88a9-63db97cd33d2,2024-02-14T14:57:46.720669
8100,log@2024-02-14T16_36_20.370628,53.66812712899990,22dca578-882e-4926-a1dd-d0dd94342bc1,2024-02-14T14:58:40.388826
8200,log@2024-02-14T16_36_20.370628,68.04544459200410,b7821c4e-2b07-429f-91b6-2c21c0d5fb3e,2024-02-14T14:59:48.434298
8300,log@2024-02-14T16_36_20.370628,55.05264339200220,59b68d71-bc0d-410d-a2e2-bd50a1b48de5,2024-02-14T15:00:43.486967
8400,log@2024-02-14T16_36_20.370628,49.74271084299840,10fdac00-24c8-40ad-8491-79a62e3dc415,2024-02-14T15:01:33.229707
8500,log@2024-02-14T16_36_20.370628,49.65416870599440,c1eb0454-7dc3-49f5-a2fe-a8c9cdedf519,2024-02-14T15:02:22.883903
8600,log@2024-02-14T16_36_20.370628,64.54085799099990,727111d9-5f6e-46f1-9549-adde35dff0f9,2024-02-14T15:03:27.424792
8700,log@2024-02-14T16_36_20.370628,44.75751267099990,5412a445-a5b2-4496-812f-30fbc09c9447,2024-02-14T15:04:12.182340
8800,log@2024-02-14T16_36_20.370628,63.613664557997300,3c920c80-488f-4c2a-b2ec-6d8f0168fc83,2024-02-14T15:05:15.796036
8900,log@2024-02-14T16_36_20.370628,81.00405918499750,aa6de712-7e06-4427-b54c-1c712e619e08,2024-02-14T15:06:36.800121
9000,log@2024-02-14T16_36_20.370628,41.64532613300250,a8e52db8-f214-40c0-8771-c40ddda9e524,2024-02-14T15:07:18.445477
9100,log@2024-02-14T16_36_20.370628,43.865598507996800,551bbf14-a463-4b6c-8c34-aed8d440e308,2024-02-14T15:08:02.311103
9200,log@2024-02-14T16_36_20.370628,64.21931735899130,280bb526-7055-4cc2-a6b1-db7f03ca2102,2024-02-14T15:09:06.530449
9300,log@2024-02-14T16_36_20.370628,51.08229225300600,b27183c7-3cdd-48f7-bb1d-ab2ef9f9615a,2024-02-14T15:09:57.612770
9400,log@2024-02-14T16_36_20.370628,41.455486193008300,fcab90ca-3058-44fd-a119-77b462aa9be6,2024-02-14T15:10:39.068286
9500,log@2024-02-14T16_36_20.370628,44.314297131000800,8cac6155-be8a-4cf2-9f91-898e01fda666,2024-02-14T15:11:23.382615
9600,log@2024-02-14T16_36_20.370628,48.66163880399840,0d70817c-1a49-48db-a691-b84f5b086c04,2024-02-14T15:12:12.044283
9700,log@2024-02-14T16_36_20.370628,69.90547659799630,92387dbf-03f9-4634-bec9-8f0e9356d8f3,2024-02-14T15:13:21.949786
9800,log@2024-02-14T16_36_20.370628,64.7495769889938,605fd437-efbe-4b5f-ab84-07e83c37e42d,2024-02-14T15:14:26.699389
9900,log@2024-02-14T16_36_20.370628,29.205540301001700,be734c55-2129-4992-8482-69a6e9535daf,2024-02-14T15:14:55.904956
10000,log@2024-02-14T16_36_20.370628,54.359518066005000,27467580-e691-4b78-bcc4-0a822a93c67f,2024-02-14T15:15:50.264500
10100,log@2024-02-14T16_36_20.370628,62.98650995000210,dc419d07-47b0-4fdf-932f-858f9d42208a,2024-02-14T15:16:53.251041
10200,log@2024-02-14T16_36_20.370628,36.77845259199970,33b55d2c-07d0-4948-8e49-c72745fff458,2024-02-14T15:17:30.029523
10300,log@2024-02-14T16_36_20.370628,52.12660741699800,0c21f28c-9b6e-46fb-8bc1-8648fce81801,2024-02-14T15:18:22.156161
10400,log@2024-02-14T16_36_20.370628,55.445940414996600,cd02c3a1-d88a-4059-b7d6-de73200ecb7e,2024-02-14T15:19:17.602129
10500,log@2024-02-14T16_36_20.370628,42.477249114002900,0c3c27ba-a0a3-4b8c-a4a5-25d1b0a99a1d,2024-02-14T15:20:00.079409
10600,log@2024-02-14T16_36_20.370628,49.50950856800770,c1d945f9-b171-4fa6-8332-cb10fc07224c,2024-02-14T15:20:49.588944
10700,log@2024-02-14T16_36_20.370628,45.866043165006000,6719dddd-f382-48d2-b5a7-1cfd4ce53b3b,2024-02-14T15:21:35.455013
10800,log@2024-02-14T16_36_20.370628,39.15892177900240,86e92f50-7b8d-4aae-922e-edae8ab4b02e,2024-02-14T15:22:14.613962
10900,log@2024-02-14T16_36_20.370628,49.25280470200230,99e8f44f-d2ea-4f18-b50f-e6680df60fea,2024-02-14T15:23:03.866794
11000,log@2024-02-14T16_36_20.370628,38.30297929000520,8226211a-1127-42a5-80b6-1c59ecdba13a,2024-02-14T15:23:42.169799
11100,log@2024-02-14T16_36_20.370628,51.409878031001400,b39e8b82-d7df-48e1-854f-b0570b88b296,2024-02-14T15:24:33.579703
11200,log@2024-02-14T16_36_20.370628,37.903784374997500,88319bcc-3b14-4c75-9c91-e630262fbaa8,2024-02-14T15:25:11.483514
11300,log@2024-02-14T16_36_20.370628,36.571757140001900,a09c99d2-7870-418d-9d35-599b7a5787df,2024-02-14T15:25:48.055296
11400,log@2024-02-14T16_36_20.370628,57.45713258799520,9172d9b3-0245-4c83-87b4-607a50bd6bbc,2024-02-14T15:26:45.512455
11500,log@2024-02-14T16_36_20.370628,28.33818837099530,618b5a4f-45e4-4bb7-8e2b-a04ebe10211c,2024-02-14T15:27:13.850672
11600,log@2024-02-14T16_36_20.370628,35.00022107901170,cfc0fb16-79c3-41bc-82e6-0a8dd0445a96,2024-02-14T15:27:48.850920
11700,log@2024-02-14T16_36_20.370628,43.213372620011800,27f705e2-06e7-4b5e-ba4f-283f24c152ab,2024-02-14T15:28:32.064321
11800,log@2024-02-14T16_36_20.370628,54.63797643900030,b48b27de-63db-42af-b6f6-4458d850cee9,2024-02-14T15:29:26.702323
11900,log@2024-02-14T16_36_20.370628,58.09698895600740,5169ce54-8b19-46d7-9e98-85e7b1163fb2,2024-02-14T15:30:24.799342
12000,log@2024-02-14T16_36_20.370628,49.66598228200750,60157e51-1613-4625-8f09-25a06be6eb80,2024-02-14T15:31:14.465350
12100,log@2024-02-14T16_36_20.370628,44.3526315229974,77f5ed5d-8cb3-42de-9296-d2045079465b,2024-02-14T15:31:58.818008
12200,log@2024-02-14T16_36_20.370628,47.86549653900150,6e373006-99e4-4a36-93fd-cba216c5887f,2024-02-14T15:32:46.683530
12300,log@2024-02-14T16_36_20.370628,67.52317276400570,2286e653-f6ad-4a2b-b1a2-5f190fbccf88,2024-02-14T15:33:54.206739
12400,log@2024-02-14T16_36_20.370628,67.59134071800510,5279929f-abfb-4139-9531-93d692ec186f,2024-02-14T15:35:01.798106
12500,log@2024-02-14T16_36_20.370628,64.61517787400230,ac1173d1-1850-4d89-afcd-078b3b2c312f,2024-02-14T15:36:06.413310
12600,log@2024-02-14T16_36_20.370628,48.49067398699120,7eab788c-e410-4957-9116-38968cfdcf55,2024-02-14T15:36:54.904011
12700,log@2024-02-14T16_36_20.370628,28.32585024999570,c8c6a97f-5661-47a8-a278-18bd7628f206,2024-02-14T15:37:23.229894
12800,log@2024-02-14T16_36_20.370628,81.66506458399820,df762a42-368d-4136-a2b7-d64b46fbbe8b,2024-02-14T15:38:44.894987
12900,log@2024-02-14T16_36_20.370628,32.23917435899780,e988a398-3136-4df7-bfd8-fd961b7b66ff,2024-02-14T15:39:17.134189
13000,log@2024-02-14T16_36_20.370628,43.81986466200030,1d1eaf49-a2cf-4c76-acdb-9d82c1ff4ba0,2024-02-14T15:40:00.954086
13100,log@2024-02-14T16_36_20.370628,57.11345592699950,16ee2aef-70fc-45f8-97e0-83e3141e7480,2024-02-14T15:40:58.067571
13200,log@2024-02-14T16_36_20.370628,65.70959999100890,e925f627-43f2-45c9-9ac6-815323a93781,2024-02-14T15:42:03.777201
