Terms,Filename,Duration,GUIDS,Timestamp
100,log@2024-02-14T09_37_16.038832,24.482222566992300,e1b3f283-d185-4e27-9e1f-9de11677bb0e,2024-02-14T06:57:46.893423
200,log@2024-02-14T09_37_16.038832,29.036951900998200,a37d8904-23b9-4922-aa13-d6d299d0c3a4,2024-02-14T06:58:15.930433
300,log@2024-02-14T09_37_16.038832,34.22657343899480,35837428-9c34-4a3c-9a28-7fd18d58604b,2024-02-14T06:58:50.157045
400,log@2024-02-14T09_37_16.038832,55.91689949099960,1cd44fa3-0bef-4531-a96b-bec56476693f,2024-02-14T06:59:46.073983
500,log@2024-02-14T09_37_16.038832,23.62413470199680,fd365766-4925-47b2-a5a7-896c4c08d456,2024-02-14T07:00:09.698154
600,log@2024-02-14T09_37_16.038832,56.48858451200070,919de9e6-24ae-49fa-9344-a8aad0d417cf,2024-02-14T07:01:06.186777
700,log@2024-02-14T09_37_16.038832,45.723409161990300,d256ea47-aab0-4831-9529-ca320b32b152,2024-02-14T07:01:51.910223
800,log@2024-02-14T09_37_16.038832,36.17882118000130,cf89fc41-aa8c-4a18-8b55-d48740622312,2024-02-14T07:02:28.089083
900,log@2024-02-14T09_37_16.038832,40.64697861199970,db36af44-5f5a-42ce-9c76-22ea7653eb3e,2024-02-14T07:03:08.736098
1000,log@2024-02-14T09_37_16.038832,66.70286347600630,d7657152-17e5-4d12-b386-cbc00ad98685,2024-02-14T07:04:15.439001
1100,log@2024-02-14T09_37_16.038832,36.5330174480041,b9850536-768b-426d-9550-23df08967769,2024-02-14T07:04:51.972118
1200,log@2024-02-14T09_37_16.038832,49.01841514799160,785e2a6a-ef38-4467-a72c-708b1cfc8c23,2024-02-14T07:05:40.990572
1300,log@2024-02-14T09_37_16.038832,31.47689919800910,ec0079ba-02e6-4a68-a003-db1cb67d3a2b,2024-02-14T07:06:12.467510
1400,log@2024-02-14T09_37_16.038832,35.662366770993700,2331f728-0ccd-4c04-83c3-aec522e5e981,2024-02-14T07:06:48.129915
1500,log@2024-02-14T09_37_16.038832,51.57222334400290,a73f9c28-6ee3-4f93-8353-c23228f1656a,2024-02-14T07:07:39.702178
1600,log@2024-02-14T09_37_16.038832,43.51087345399720,d0b9f4f8-2b81-4fca-9a96-df01a86f7d78,2024-02-14T07:08:23.213092
1700,log@2024-02-14T09_37_16.038832,45.31809116300430,704df8dc-970c-40ac-bc09-7fe86f4e38d8,2024-02-14T07:09:08.531222
1800,log@2024-02-14T09_37_16.038832,24.137295668988400,08dfc89a-63be-4786-a0b7-c28ad29d82ee,2024-02-14T07:09:32.668556
1900,log@2024-02-14T09_37_16.038832,28.69243656199250,a622886f-e601-4610-a550-379fc00c70d6,2024-02-14T07:10:01.361030
2000,log@2024-02-14T09_37_16.038832,23.318422073003600,98605098-020a-44a4-b4fe-61a2c45329ea,2024-02-14T07:10:24.679489
2100,log@2024-02-14T09_37_16.038832,47.000507902004800,d4a85c50-5f02-4244-b811-1a599485cabe,2024-02-14T07:11:11.680033
2200,log@2024-02-14T09_37_16.038832,33.9582366609975,6c386a38-c1cd-4fb9-9157-8004d0a9a4d1,2024-02-14T07:11:45.638309
2300,log@2024-02-14T09_37_16.038832,57.65963018700130,9343ffe8-b159-407f-9ad6-1be68742b862,2024-02-14T07:12:43.297980
2400,log@2024-02-14T09_37_16.038832,56.92052590199460,b3530cf7-b04c-46fe-bdda-db1ab71632e0,2024-02-14T07:13:40.218553
2500,log@2024-02-14T09_37_16.038832,24.584215616996500,c0bbf410-876d-4a41-a2c0-be256a3896ca,2024-02-14T07:14:04.802808
2600,log@2024-02-14T09_37_16.038832,23.867604586004700,18d1acee-2fec-44db-9fbd-2f70d7d94083,2024-02-14T07:14:28.670450
2700,log@2024-02-14T09_37_16.038832,41.78394513401150,0cddfa85-427b-4f18-8b10-8f3bc6c8c524,2024-02-14T07:15:10.454434
2800,log@2024-02-14T09_37_16.038832,56.63692789300690,8d662e6b-0b55-4ee0-bd27-40cfce893d87,2024-02-14T07:16:07.091401
2900,log@2024-02-14T09_37_16.038832,40.999710296004200,0923a8bd-6136-4814-aca4-f6b4f59e85d3,2024-02-14T07:16:48.091150
3000,log@2024-02-14T09_37_16.038832,56.658351229998500,ba72367c-ee2c-40d2-a2c8-d8ed272cf358,2024-02-14T07:17:44.749539
3100,log@2024-02-14T09_37_16.038832,50.31784328799400,ee9d9474-1a94-404c-851f-78dd7b942599,2024-02-14T07:18:35.067418
3200,log@2024-02-14T09_37_16.038832,43.31614419599650,d6a4d2c7-c34c-49a0-88e6-3bf0d495f6e0,2024-02-14T07:19:18.383600
3300,log@2024-02-14T09_37_16.038832,61.07736182099330,ea7f4ba0-11ec-472b-8f64-e1faa5cab83f,2024-02-14T07:20:19.460999
3400,log@2024-02-14T09_37_16.038832,34.12269116399690,c5d48492-a864-4c20-90f6-bed07e285978,2024-02-14T07:20:53.583728
3500,log@2024-02-14T09_37_16.038832,24.125884811990500,f1c3bbaf-c620-4947-9cf2-23159a8fdfd3,2024-02-14T07:21:17.709649
3600,log@2024-02-14T09_37_16.038832,34.57565720600540,c3b7bad0-2c00-4826-aab0-b3ba80cf59e2,2024-02-14T07:21:52.285344
3700,log@2024-02-14T09_37_16.038832,60.62690236499480,10ec81bc-9ee7-435b-b174-31530bc6ed32,2024-02-14T07:22:52.912282
3800,log@2024-02-14T09_37_16.038832,58.60037314100190,4742d4b1-9da6-4087-8a47-2b4db2a61eb3,2024-02-14T07:23:51.512694
3900,log@2024-02-14T09_37_16.038832,45.98231139399290,b6fe5b70-02f3-43d6-9f51-b0f59baea60f,2024-02-14T07:24:37.495046
4000,log@2024-02-14T09_37_16.038832,72.56238280399700,2e31e7ee-32b7-4691-97f0-8fbe13912ac2,2024-02-14T07:25:50.057474
4100,log@2024-02-14T09_37_16.038832,36.49249580799370,f924051e-64d7-48d6-8015-ca1fcc59b5a9,2024-02-14T07:26:26.550007
4200,log@2024-02-14T09_37_16.038832,59.78508451099330,c8388298-4c6c-457f-837d-a8c7ba64821f,2024-02-14T07:27:26.335132
4300,log@2024-02-14T09_37_16.038832,41.32557227599320,651f05ea-733a-4a64-b791-1b2ac45fd6bd,2024-02-14T07:28:07.660741
4400,log@2024-02-14T09_37_16.038832,46.7711330660095,fad0e866-b063-4405-a6b1-a8de65d41d2a,2024-02-14T07:28:54.431912
4500,log@2024-02-14T09_37_16.038832,34.87997092799920,b94f25bf-c8a1-4e91-bfcd-24fc5847c171,2024-02-14T07:29:29.311921
4600,log@2024-02-14T09_37_16.038832,49.76632242799680,f73d9338-ee68-4cb5-b15a-f6af0ab5d0d3,2024-02-14T07:30:19.078281
4700,log@2024-02-14T09_37_16.038832,38.93995187499970,36a3d435-3d16-4e61-b78d-be41bca45514,2024-02-14T07:30:58.018271
