Terms,Filename,Duration,GUIDS,Timestamp
100,log@2024-02-14T22_47_40.365119,56.2477005039982,e50c166f-9eef-46f7-8f3c-29480b011e08,2024-02-14T19:45:24.593764
200,log@2024-02-14T22_47_40.365119,66.19895107399500,190e8978-23e5-4cbd-8e61-7a5f7c5d8e6c,2024-02-14T19:46:30.792743
300,log@2024-02-14T22_47_40.365119,77.36814293899810,03e7d8fb-85f0-425c-b261-b92ad1cf08db,2024-02-14T19:47:48.160912
400,log@2024-02-14T22_47_40.365119,60.39914412998770,dac8bca3-ae0e-4121-9327-68e78ff398a5,2024-02-14T19:48:48.560092
500,log@2024-02-14T22_47_40.365119,60.495435279997800,ce58e579-5d67-42be-9cae-7506a03ce506,2024-02-14T19:49:49.055560
600,log@2024-02-14T22_47_40.365119,40.66011904599150,ddbf7eca-e237-4b55-a2d1-f3fe148d09b0,2024-02-14T19:50:29.715712
700,log@2024-02-14T22_47_40.365119,67.1857965800009,5487c007-a6ba-43bf-b127-41b4951ccf75,2024-02-14T19:51:36.901540
800,log@2024-02-14T22_47_40.365119,64.2195052850002,87e61a59-592a-48ba-9dcb-6b00254f5ac3,2024-02-14T19:52:41.121081
900,log@2024-02-14T22_47_40.365119,64.74762605999420,7d203c64-bbde-414e-928e-f3c57d933a0b,2024-02-14T19:53:45.868733
1000,log@2024-02-14T22_47_40.365119,54.92062325400180,6609c448-17bf-4d67-86f7-d1fe904d0535,2024-02-14T19:54:40.789386
1100,log@2024-02-14T22_47_40.365119,79.41096120199650,ef65a607-e36e-48a9-b7ab-1bb3e0bef450,2024-02-14T19:56:00.200373
1200,log@2024-02-14T22_47_40.365119,59.53748180400000,647adade-ae60-4a29-a202-5834d7811c94,2024-02-14T19:56:59.737882
1300,log@2024-02-14T22_47_40.365119,56.29158747800100,7682eaa1-7655-4395-8238-263e7349bb7d,2024-02-14T19:57:56.029499
1400,log@2024-02-14T22_47_40.365119,56.29716591798930,c0add88b-8221-4618-9f76-c675ba7cf6a3,2024-02-14T19:58:52.326692
1500,log@2024-02-14T22_47_40.365119,71.54571651399600,8c76c36d-b674-474f-afa8-b064b9630e80,2024-02-14T20:00:03.872439
1600,log@2024-02-14T22_47_40.365119,84.92300318498750,d00ede59-d727-4ba4-8579-7c6f7dc96897,2024-02-14T20:01:28.795473
1700,log@2024-02-14T22_47_40.365119,56.22026152898620,b2a31702-aea0-46e1-957f-c5885bc1025f,2024-02-14T20:02:25.015772
1800,log@2024-02-14T22_47_40.365119,34.41578983499490,9b407634-3315-4735-8226-85dcb8d44075,2024-02-14T20:02:59.431589
